NCT Number,Study Title,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type,Start Date,Primary Completion Date,Completion Date
NCT05280483,ABSK021 Food Effect Study in Healthy Subjects,NOT_YET_RECRUITING,Neoplasms,DRUG: ABSK021 with fed state|DRUG: ABSK021 with fasted state,"Abbisko Therapeutics Co, Ltd",,INTERVENTIONAL,"March 19, 2022","March 19, 2022","June 30, 2022"
NCT03144583,Pilot Study on the Infusion of ARI-0001 Cells in Patients With CD19+ Leukemia or Lymphoma Refractory to Therapy,ACTIVE_NOT_RECRUITING,Leukemia|Lymphoma,BIOLOGICAL: Adult differentiated autologous T-cells,Sara V. Latorre,Instituto de Salud Carlos III,INTERVENTIONAL,"June 15, 2017","June 15, 2017",September 2022
NCT03890900,T2DXcel Mobile Application,COMPLETED,"Diabetes Mellitus, Type 2",OTHER: T2DXcel mobile application,Montefiore Medical Center,,INTERVENTIONAL,"March 1, 2020","March 1, 2020","July 1, 2022"
NCT05164614,Study Evaluating PK of PTH Administered Orally Via RaniPill™ Capsule,RECRUITING,Healthy Volunteers,COMBINATION_PRODUCT: RT-102|DRUG: Forteo,RANI Therapeutics,,INTERVENTIONAL,"February 21, 2022","February 21, 2022","July 1, 2022"
NCT02911714,Contrast-Enhanced Ultrasound for Kidney Transplant,RECRUITING,Kidney Transplantation,DRUG: Lumason Contrast-Enhanced Ultrasound,Isaac E. Hall,National Kidney Foundation|American Heart Association,INTERVENTIONAL,"February 21, 2018","February 21, 2018",September 2022
NCT04808414,SAD/MAD Safety and PK Study of QPX9003 (Novel Polymyxin) in Normal Healthy Volunteers,COMPLETED,Bacterial Infections,DRUG: QPX9003 for IV Infusion|DRUG: Placebo for IV infusion,"Qpex Biopharma, Inc.",Biomedical Advanced Research and Development Authority,INTERVENTIONAL,"June 3, 2021","June 3, 2021","July 14, 2022"
NCT03556800,"Study to Investigate the Pharmacokinetics & Safety Following One Application of 3 Different Doses 0.5,0.75,& 1.25 gm,a Transdermal Estradiol Cream (VML-0203), in Comparison to a Single Dose of EstroGel 1.25 gm to Healthy Post-menopausal Women.",RECRUITING,Menopause,DRUG: Estrogel,Viramal Limited,Simbec Research,INTERVENTIONAL,"May 22, 2018","May 22, 2018","June 30, 2022"
NCT04818086,Drug-drug Interaction Study of Lemborexant as an Adjunctive Treatment for Buprenorphine/Naloxone for Opioid Use Disorder,RECRUITING,"Drug Interaction|Analgesics, Opioid",DRUG: Lemborexant|DRUG: Placebo,Virginia Commonwealth University,National Institute on Drug Abuse (NIDA),INTERVENTIONAL,"May 3, 2021","May 3, 2021",September 2022
NCT04480086,Safety and Tolerability Study of Mivebresib Tablet Alone or in Combination With Ruxolitinib Tablet or Navitoclax Tablet in Adult Participants With Myelofibrosis,ACTIVE_NOT_RECRUITING,Myelofibrosis (MF),DRUG: Mivebresib|DRUG: Navitoclax|DRUG: Ruxolitinib,AbbVie,,INTERVENTIONAL,"March 17, 2021","March 17, 2021","June 15, 2022"
NCT05330286,"Study to Compare the Pharmacokinetics, Safety and Tolerability of the Pediatric and Adult Branaplam Formulation in Healthy Adults and the Effect of Food on the Latter.",RECRUITING,Healthy Volunteers,DRUG: LMI070|DRUG: LMI070|DRUG: LMI070|DRUG: LMI070,Novartis Pharmaceuticals,,INTERVENTIONAL,"April 13, 2022","April 13, 2022","August 25, 2022"
NCT04762186,Viable Human SARS-CoV-2 Specific T Cell Transfer in Patients at Risk for Severe COVID-19,TERMINATED,Moderate COVID-19-infection,DRUG: human SARS-CoV 2 specific T lymphocytes,Universitätsklinikum Köln,ZKS Köln|Hannover Medical School|Miltenyi Biomedicine GmbH,INTERVENTIONAL,"December 8, 2021","December 8, 2021","August 3, 2022"
NCT03684213,Local Antioxidant Therapy Vasoconstriction Effects in Different Races,RECRUITING,Cardiovascular Diseases|Cardiovascular Risk Factor|Vasoconstriction,DRUG: Control (Norepinephrine)|DRUG: Norepinephrine + Ascorbic Acid|DRUG: Norepinephrine + L-NAME|DRUG: Norepinephrine + L-NAME + Ascorbic Acid,The University of Texas at Arlington,,INTERVENTIONAL,"October 15, 2018","October 15, 2018","August 31, 2022"
NCT03434769,AntiCD19 Chimeric Antigen Receptor T Cells for Relapsed or Refractory Non Hodgkin Lymphoma,ACTIVE_NOT_RECRUITING,Non-Hodgkin Lymphoma,DRUG: Cyclophosphamide|DRUG: Fludarabine|BIOLOGICAL: CAR-T Cells,Benjamin Tomlinson,,INTERVENTIONAL,"July 9, 2018","July 9, 2018",July 2022
NCT02394535,"Nab-Paclitaxel, Capecitabine, and Radiation Therapy Following Induction Chemotherapy in Treating Patients With Locally Advanced Pancreatic Cancer",COMPLETED,Borderline Resectable Pancreatic Adenocarcinoma|Locally Advanced Pancreatic Adenocarcinoma|Pancreatic Adenocarcinoma|Stage II Pancreatic Cancer AJCC v6 and v7|Stage IIA Pancreatic Cancer AJCC v6 and v7|Stage IIB Pancreatic Cancer AJCC v6 and v7|Stage III Pancreatic Cancer AJCC v6 and v7,DRUG: Capecitabine|OTHER: Laboratory Biomarker Analysis|DRUG: Nab-paclitaxel|OTHER: Questionnaire Administration|RADIATION: Radiation Therapy,M.D. Anderson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,"November 12, 2015","November 12, 2015","August 31, 2022"
NCT04296474,"Follow up Study 5-6 Years After ILIT With 2 Concomitant Allergens, Birch and Grass",ACTIVE_NOT_RECRUITING,Allergic Rhinitis,DRUG: ALK Alutard 5-grasses and birch|DRUG: ALK Diluent,Lars Olaf Cardell,,INTERVENTIONAL,"May 15, 2018","May 15, 2018","June 20, 2022"
NCT04643769,Evaluation of Oral ORIN1001 in Subjects With Idiopathic Pulmonary Fibrosis (IPF),RECRUITING,Idiopathic Pulmonary Fibrosis,DRUG: ORIN1001|DRUG: Placebo,"Orinove, Inc.",Vanderbilt University,INTERVENTIONAL,"February 9, 2021","February 9, 2021","July 30, 2022"
NCT04946669,An Exploratory Study on the Efficacy and Safety of Abatacept in the Treatment of Refractory Dermatomyositis,RECRUITING,Dermatomyositis|Abatacept,DRUG: Abatacept,The First Affiliated Hospital with Nanjing Medical University,National Natural Science Foundation of China,INTERVENTIONAL,"February 1, 2021","February 1, 2021","July 31, 2022"
NCT05435170,Food Effect Study of Linerixibat Tablets in Healthy Adult Participants,NOT_YET_RECRUITING,Pruritus,DRUG: linerixibat,GlaxoSmithKline,,INTERVENTIONAL,"June 27, 2022","June 27, 2022","August 11, 2022"
NCT05012670,"Mass Balance Recovery, Metabolite Profile, and Metabolite Identification of [14C]-Paxalisib in Healthy Male Subjects",ACTIVE_NOT_RECRUITING,Healthy,DRUG: [14C]-Paxalisib Capsule,Kazia Therapeutics Limited,Quotient Sciences,INTERVENTIONAL,"August 18, 2021","August 18, 2021",August 2022
NCT04032535,"Investigate the Safety, Tolerability and Pharmacokinetics of CHF6523 in Healthy and in COPD Subjects",RECRUITING,COPD,DRUG: CHF6523,Chiesi Farmaceutici S.p.A.,,INTERVENTIONAL,"July 24, 2019","July 24, 2019","July 30, 2022"
NCT05349435,A Healthy Volunteer Study to Compare Fezagepras (PBI-4050) With Sodium Phenylbutyrate,TERMINATED,Hyperammonemia,DRUG: Fezagepras|DRUG: Sodium phenylbutyrate,Liminal BioSciences Ltd.,,INTERVENTIONAL,"May 13, 2022","May 13, 2022","June 30, 2022"
NCT04241835,A Study of Oral Tazemetostat in Subjects With Moderate and Severe Hepatic Impairment With Advanced Malignancies,RECRUITING,Hepatic Impairment|Advanced Malignant Solid Tumor,DRUG: Tazemetostat,"Epizyme, Inc.",Sponsor GmbH,INTERVENTIONAL,"January 28, 2020","January 28, 2020",July 2022
NCT04971135,First-in-human Study of SAN711 in Healthy Participants,RECRUITING,Healthy,DRUG: SAN711|OTHER: Placebo,Saniona,"Medpace, Inc.",INTERVENTIONAL,"June 30, 2021","June 30, 2021",June 2022
NCT04952935,Acupuncture for the Treatment of Medication-Dependent Hypotension in Heart Failure,RECRUITING,Congestive Heart Failure|Hypotension,PROCEDURE: True Acupuncture|PROCEDURE: Sham Acupuncture,Scripps Health,,INTERVENTIONAL,"April 20, 2021","April 20, 2021","July 1, 2022"
NCT02502006,Variability in Response to Non-steroidal Anti-inflammatory Drugs,ACTIVE_NOT_RECRUITING,Healthy,DRUG: Celecoxib|DRUG: Naproxen|DRUG: Placebo,University of Pennsylvania,"National Heart, Lung, and Blood Institute (NHLBI)",INTERVENTIONAL,November 2015,November 2015,September 2022
NCT03599206,ONES Grant: CXCL10/CXCR3 Regulation of Ozone-Induced Epithelial Permeability,RECRUITING,Environmental and Genetic Factors on Lung Function,DRUG: Ozone|OTHER: Filtered Air,"Robert Tighe, MD",,INTERVENTIONAL,"September 18, 2019","September 18, 2019",August 2022
NCT05147727,Drug-drug Interaction Study Between Fluconazole and Famitinib in Healthy Subjects,NOT_YET_RECRUITING,Tumor,DRUG: Fluconazole、Famitinib,"Jiangsu HengRui Medicine Co., Ltd.",,INTERVENTIONAL,January 2022,January 2022,June 2022
NCT04596527,18F-FMPP PET MPI in the Detection of Coronary Artery Disease,RECRUITING,Coronary Disease,DRUG: 18F-FMPP,Peking Union Medical College Hospital,,INTERVENTIONAL,"September 15, 2020","September 15, 2020",June 2022
NCT03410927,A Study of TAS0728 in Patients With Solid Tumors With HER2 or HER3 Abnormalities,ACTIVE_NOT_RECRUITING,Advanced Solid Tumors With HER2 Abnormalities|Advanced Solid Tumors With HER3 Abnormalities,DRUG: TAS0728,"Taiho Oncology, Inc.",,INTERVENTIONAL,"April 6, 2018","April 6, 2018","June 30, 2022"
NCT04798027,Study of mRNA Vaccine Formulation Against COVID-19 in Healthy Adults 18 Years of Age and Older,TERMINATED,COVID-19,BIOLOGICAL: SARS-CoV-2 mRNA vaccine formulation 1|BIOLOGICAL: SARS-CoV-2 mRNA vaccine formulation 2|BIOLOGICAL: SARS-CoV-2 mRNA vaccine formulation 3|BIOLOGICAL: Placebo (0.9% normal saline),"Sanofi Pasteur, a Sanofi Company",,INTERVENTIONAL,"March 12, 2021","March 12, 2021","June 27, 2022"
NCT04973527,LCAR-T2C CAR-T Cells in Relapsed or Refractory CD4+ T Lymphocyte Tumor,TERMINATED,T Cell Lymphoma|T-cell Leukemia,DRUG: Efficacy of LCAR-T2C CAR-T cells,Beijing Boren Hospital,Nanjing Legend Biotech Co.,INTERVENTIONAL,"July 2, 2021","July 2, 2021","July 11, 2022"
NCT04903509,A Study in Men With Overweight to Test How Well Different Doses of BI 1820237 Are Tolerated When Given as an Injection Alone or in Combination With Liraglutide,COMPLETED,Healthy,DRUG: BI 1820237|DRUG: Placebo|DRUG: Saxenda®|DRUG: Paracetamol-ratiopharm®,Boehringer Ingelheim,,INTERVENTIONAL,"June 8, 2021","June 8, 2021","August 26, 2022"
NCT05440006,A Study of Food Effect on the Pharmacokinetics of Fuzuloparib Capsules in Chinese Healthy Adult Subjects,COMPLETED,Solid Tumor,DRUG: Fuzuloparib,"Jiangsu HengRui Medicine Co., Ltd.",,INTERVENTIONAL,"July 3, 2022","July 3, 2022","July 20, 2022"
NCT04385849,Study of the Safety of Therapeutic Treatment With an Immunomodulatory Agent (N-803) in Adults With COVID-19,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: N-803|OTHER: Saline,"ImmunityBio, Inc.",,INTERVENTIONAL,"July 22, 2020","July 22, 2020","July 11, 2022"
NCT04730349,"A Study of Bempegaldesleukin (BEMPEG: NKTR-214) in Combination With Nivolumab in Children, Adolescents and Young Adults With Recurrent or Treatment-resistant Cancer",COMPLETED,"Ependymoma|Ewing Sarcoma|High-grade Glioma|Leukemia and Lymphoma|Medulloblastoma|Miscellaneous Brain Tumors|Miscellaneous Solid Tumors|Neuroblastoma|Relapsed, Refractory Malignant Neoplasms|Rhabdomyosarcoma",BIOLOGICAL: Nivolumab|BIOLOGICAL: NKTR-214,Bristol-Myers Squibb,Nektar Therapeutics,INTERVENTIONAL,"June 3, 2021","June 3, 2021","June 22, 2022"
NCT01148849,Safety Study of MGAH22 in HER2-positive Carcinomas,COMPLETED,Breast Cancer|Gastric Cancer,BIOLOGICAL: margetuximab,MacroGenics,Green Cross Corporation|National Cancer Institute (NCI),INTERVENTIONAL,July 2010,July 2010,"June 14, 2022"
NCT05236049,Use of an Allograft Set-up (SclerFIX) as Replacement of Sclera Graft for Support of Enucleation Implant,RECRUITING,Enucleated; Eye|Eye Cancer,BIOLOGICAL: SclerFIX,TBF Genie Tissulaire,,INTERVENTIONAL,"July 12, 2019","July 12, 2019",July 2022
NCT03118349,Study of 177Lu Human Monoclonal Antibody 5B1 (MVT-1075) in Combination With a Blocking Dose of MVT-5873 as Radioimmunotherapy,SUSPENDED,Pancreatic Carcinoma|Tumors That Express CA 19-9,DRUG: MVT-1075|DRUG: MVT-5873,"BioNTech Research & Development, Inc.",,INTERVENTIONAL,"June 1, 2017","June 1, 2017",September 2022
NCT03772249,Study of Safety and Tolerability of DCR HBVS,ACTIVE_NOT_RECRUITING,"Hepatitis B, Chronic",DRUG: DCR-HBVS|DRUG: Placebo for DCR-HBVS,"Dicerna Pharmaceuticals, Inc.",,INTERVENTIONAL,"December 28, 2018","December 28, 2018",July 2022
NCT04634149,"A Study to Evaluate the Drug Levels, Safety, and Tolerability of BMS-986036 in Participants With Normal Liver Function and Participants With Moderate and Severe Liver Impairment",COMPLETED,Moderate Liver Impairment|Severe Liver Impairment,DRUG: BMS-986036,Bristol-Myers Squibb,,INTERVENTIONAL,"November 23, 2020","November 23, 2020","June 2, 2022"
NCT05220605,Nebulised BromAc in Healthy Volunteers,COMPLETED,COVID-19 Pneumonia|Bromelains Adverse Reaction|Acetylcysteine Adverse Reaction|Mucus; Plug|COVID-19 Acute Respiratory Distress Syndrome,DRUG: BromAc,Mucpharm Pty Ltd,"St George Hospital, Australia|Mobius Medical Pty Ltd.",INTERVENTIONAL,"July 27, 2022","July 27, 2022","August 14, 2022"
NCT05151705,A Trial of HR17031 Injection With Hepatic Insufficiency,NOT_YET_RECRUITING,Improved Glycemic Control in Patients With Type 2 Diabetes,DRUG: HR17031 injection|DRUG: HR17031 injection|DRUG: HR17031 injection,"Jiangsu HengRui Medicine Co., Ltd.",,INTERVENTIONAL,"December 20, 2021","December 20, 2021","June 15, 2022"
NCT02403505,Early Phase Clinical Trial About Therapeutic Biological Product Mix for Treating COVID-19,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: Ad26 COVID-19 Spike plus TICE® BCG Mix for Intradermal Injection,"Han Xu, M.D., Ph.D., FAPCR, Sponsor-Investigator, IRB Chair",PPD,INTERVENTIONAL,"December 28, 2021","December 28, 2021","August 28, 2022"
NCT05320705,The Effect of Intra Operative Dexmedetomidine in Prevention of Early Postoperative Atrial Fibrillation,RECRUITING,Postoperative Atrial Fibrillation,DRUG: Intra Operative Dexmedetomidine,Kasr El Aini Hospital,,INTERVENTIONAL,"April 15, 2022","April 15, 2022",September 2022
NCT05496205,"A SAD Study to Evaluate the Safety, Tolerability and PK/PD of iN1011-N17 in Healthy Volunteers",RECRUITING,Osteoarthritis|Pain,DRUG: iN1011-N17|DRUG: Placebo,"iN Therapeutics Co., Ltd.",,INTERVENTIONAL,"September 30, 2020","September 30, 2020","August 24, 2022"
NCT05069350,Bupivacaine vs Oxybuprocaine Topical Anesthesia in IVI,COMPLETED,"Pain, Acute",DRUG: bupivacaine 0.5% and oxubuprocaine,"Research Institute of Ophthalmology, Egypt",,INTERVENTIONAL,"September 1, 2021","September 1, 2021","August 1, 2022"
NCT05428150,"Randomized, Crossover, Multi-Dose Pharmacokinetics of EXCL-100 Pirfenidone-Sustained Release Tablet and Esbriet in Healthy Volunteers",RECRUITING,Idiopathic Pulmonary Fibrosis,"DRUG: Esbriet 267 MG Oral Capsule|DRUG: EXCL-100, 600 MG Oral Tablet","Excalibur Pharmaceuticals, Inc.",,INTERVENTIONAL,"August 8, 2022","August 8, 2022","August 31, 2022"
NCT04557150,A Study Evaluating the Safety and Pharmacokinetics of Escalating Doses of RO7425781 in Participants With Relapsed or Refractory Multiple Myeloma (r/r MM),RECRUITING,Multiple Myeloma,DRUG: RO7425781,Hoffmann-La Roche,,INTERVENTIONAL,"November 11, 2020","November 11, 2020","July 13, 2022"
NCT03851250,A Study of MRx-4DP0004 in Asthma,ACTIVE_NOT_RECRUITING,Asthma,DRUG: MRx-4DP0004|DRUG: Placebo,4D pharma plc,,INTERVENTIONAL,"July 4, 2019","July 4, 2019",September 2022
NCT04972175,Safety and Efficacy of BC LisPram,RECRUITING,Type1 Diabetes Mellitus,DRUG: 50-Hour Intervention - Rapid Insulin lispro|DRUG: 50-Hour Intervention - BC LisPram,Michael Tsoukas,Adocia,INTERVENTIONAL,"July 28, 2021","July 28, 2021",June 2022
NCT05095350,Effect of Probiotics on Primary Hypertension,RECRUITING,Hypertension,BIOLOGICAL: Probiotic powder|BIOLOGICAL: Placebo powder,"Chinese Academy of Medical Sciences, Fuwai Hospital",Beijing Municipal Education Commission,INTERVENTIONAL,"December 5, 2021","December 5, 2021",June 2022
NCT05288075,Study to Compare Relative Bioavailability of 3 Indacaterol/Glycopyrronium Test Products and Reference Product,COMPLETED,Healthy Volunteers,DRUG: Indacaterol/glycopyrronium,"Orion Corporation, Orion Pharma",,INTERVENTIONAL,"February 28, 2022","February 28, 2022","June 27, 2022"
NCT05407220,"A Study to Evaluate the Pharmacokinetics, Safety and Tolerability of HCP1904 in Healthy Male Volunteers.",NOT_YET_RECRUITING,Healthy,DRUG: HCP1904-1|DRUG: HCP1904-3,Hanmi Pharmaceutical Company Limited,,INTERVENTIONAL,"June 8, 2022","June 8, 2022","July 16, 2022"
NCT03829020,"Metformin, Nelfinavir, and Bortezomib in Treating Patients With Relapsed and/or Refractory Multiple Myeloma",RECRUITING,Recurrent Plasma Cell Myeloma|Refractory Plasma Cell Myeloma,DRUG: Bortezomib|DRUG: Metformin Hydrochloride|DRUG: Nelfinavir Mesylate,Mayo Clinic,National Cancer Institute (NCI),INTERVENTIONAL,"April 17, 2019","April 17, 2019","August 21, 2022"
NCT04151082,High Dose Steroid Therapy (Prednisone or Methylprednisolone) for the Improvement of Symptoms of Late Radiation-Associated Lower Cranial Neuropathy in Oropharyngeal Cancer Survivors,RECRUITING,Cranial Nerve Disorder|Head and Neck Carcinoma|Oropharyngeal Carcinoma,DRUG: Methylprednisolone|DRUG: Prednisone|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration,M.D. Anderson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,"October 31, 2019","October 31, 2019","July 31, 2022"
NCT03430882,"Sapanisertib, Carboplatin, and Paclitaxel in Treating Patients With Recurrent or Refractory Malignant Solid Tumors",COMPLETED,Recurrent Malignant Solid Neoplasm|Refractory Malignant Solid Neoplasm,DRUG: Carboplatin|DRUG: Paclitaxel|DRUG: Sapanisertib,M.D. Anderson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,"March 12, 2018","March 12, 2018","June 8, 2022"
NCT03970382,A Study of Gene Edited Autologous Neoantigen Targeted TCR T Cells With or Without Anti-PD-1 in Patients With Solid Tumors,SUSPENDED,Solid Tumor,BIOLOGICAL: NeoTCR-P1 adoptive cell therapy|BIOLOGICAL: nivolumab|BIOLOGICAL: IL-2,"PACT Pharma, Inc.",,INTERVENTIONAL,"July 3, 2019","July 3, 2019","August 12, 2022"
NCT04542382,Identification and Validation of Biomarkers for Breast Cancer Resistance Protein (BCRP),RECRUITING,Healthy Volunteers,DRUG: Rosuvastatin|DRUG: Rosuvastatin (Inhibitor arm)|DRUG: Eltrombopag,"University of California, San Francisco",Food and Drug Administration (FDA),INTERVENTIONAL,"February 1, 2022","February 1, 2022",September 2022
NCT03401320,"Evaluation of IM Letrozole ISM® Pharmacokinetics, Safety, and Tolerability in Healthy Post-menopausal Women (LISA-1)",ACTIVE_NOT_RECRUITING,Healthy,DRUG: Letrozole ISM,Rovi Pharmaceuticals Laboratories,,INTERVENTIONAL,"November 6, 2017","November 6, 2017","July 14, 2022"
NCT03868020,Fluciclovine F18 PET/CT in Identifying the Origin of Head and Neck Squamous Cell Carcinoma in Patients With Metastatic Cervical Nodal Disease,ACTIVE_NOT_RECRUITING,Metastatic Head and Neck Squamous Cell Carcinoma|Metastatic Squamous Cell Carcinoma in Cervical Lymph Node,PROCEDURE: Computed Tomography|RADIATION: Fluciclovine F18|PROCEDURE: Positron Emission Tomography,M.D. Anderson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,"April 24, 2019","April 24, 2019","August 31, 2022"
NCT05093205,"STUDY TO EVALUATE THE EFFECT OF PF-06882961 ON SINGLE DOSE ATORVASTATIN, MEDAZOLAM AND ORALCONTRACEPTIVE PHARMACOKINETICS IN HEALTHY ADULT PARTICIPANTS",COMPLETED,Healthy Adults,DRUG: PF-06882961|DRUG: Atorvastatin|DRUG: Midazolam|DRUG: Levonorgestrel & Ethinyl Estradiol,Pfizer,,INTERVENTIONAL,"October 25, 2021","October 25, 2021","July 6, 2022"
NCT05306405,Comparative Study Between Only Vaginal Misoprostol and Vaginal Misoprostol and Estradiol Cream,RECRUITING,Cervix; Pregnancy,DRUG: Vaginal Tablet,Ain Shams University,,INTERVENTIONAL,"February 20, 2022","February 20, 2022","August 1, 2022"
NCT04340752,Optimal Dosing of IC-Green for Visualization of Rotator Cuff Vascularity Using Advanced Imaging Modality Arthroscopy,RECRUITING,Rotator Cuff Tears,DRUG: Indocyanine Green,NYU Langone Health,,INTERVENTIONAL,"January 27, 2021","January 27, 2021","September 1, 2022"
